id;Title;Content;Date;Post Type;Langues;Thématiques;Utilisateurs;Écoles;Status
2367;What are the steps I should follow once I am admitted to a partner school?;The procedures may vary depending on the school. However, you should remember to send your registration certificate to the accounting department and to the major/specialization supervisor.;2023-09-01;question;English;Academic Office>Diploma;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2368;When is the next graduation jury?;"ESILV : Graduations juries are usually held in January of the year following the end of your courses.

EMLV :  : Graduations juries are usually held in November of the same year as the one of your courses (which ended before August, 31st).";2023-09-01;question;English;Academic Office>Diploma;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2369;When does the graduation ceremony take place?;It is usually held in March/April of the year following the end of your courses. You will be informed by the communication department.;2023-09-01;question;English;Academic Office>Diploma;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2370;How can I retrieve a school certificate?;"On your platform, via the ""education/scolarité"" tab, in the ""documents-certificates"" section.";2023-09-01;question;English;Academic Office>Documents;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2371;How can I retrieve my imagin'r certificate?;"On your platform, via the ""education/scolarité"" tab, in the ""documents-certificates"" section.";2023-09-01;question;English;Academic Office>Documents;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2372;How can I retrieve a certificate of achievement?;"After the end of year jurys, you will be able to retrieve it on the platform, via the ""scolarité/education"" tab, in the ""documents -certificates"" section.";2023-09-01;question;English;Academic Office>Documents;faculty-en|staff-en|student-en;ESILV;publish
2373;How can I get a transcript?;"At the end of each semester, you can download them on your platform, via the ""scolarité/education"" tab, in the ""notes/grades"" section.";2023-09-01;question;English;Academic Office>Documents;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2374;How can I retrieve a certificate of attendance?;Contact your year supervisor.;2023-09-01;question;English;Academic Office>Documents;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2375;How can I retrieve a letter of recommendation?;You can contact your year or specilaization supervisor.;2023-09-01;question;English;Academic Office>Documents;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2376;How can I retrieve a TOEIC/TOEFL certificate?;You must go to the language department to collect it.;2023-09-01;question;English;Academic Office>Documents;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2377;Who can I ask for my certificate of attendance?;You can ask you Certificate of Attendance to the Welcome Desk at incoming@devinci.fr.;2023-09-01;question;English;Academic Office>Documents;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2378;What is the difference between a visa and a residence permit?;A visa is the document that allows you to cross the border and enter France. The residence permit is the document that allows you to live in France legally.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2379;I came to France with a VLS-TS visa. Do I need to apply for a residence permit on arrival ?;The case of a VLS-TS visa is special : a VLS-TS serves both as a visa and a residence permit, therefore, you do not need to apply to apply for a residence permit on you arrival in France. You will, however, need to validate it upon arrival through the ANEF platform. Upon validation, your VLS-TS visa becomes your residence permit.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2380;When should I apply for a student visa-renewal?  ;You must apply for a student visa renewal between 4 and 2 months before the expiration date of your current student residence permit. If for example, your residence permit expires on June 1st, you can start the procedure starting February 1st and you must have it done by April 1st. Be careful, if you apply for the renewal later than 2 months in advance, you will have to pay a fine, and the processing of your application will be delayed.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2381;How do I apply for a student visa renewal?;Applying for a student visa renewal is done online, through the ANEF platform. You do not need to take an appointment in a prefecture.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2382;Do I need to validate my visa upon arrival ?;Not all visas require validation upon arrival. VLS-TS is a visa that required to be validated upon arrival, but it is not he case for a VLS-T or a 'mineur scolarisé' one.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2383;How do I validate my visa? ;You must validate your VLS-TS visa within the first 3 months of your arrival. It is an online procedure that does not require you to go to a prefecture. To validate your visa, connect to the ANEF platform. You will need a valid email address, your visa information, your date of arrival in France, your home address in France, and a bank card to pay the online fee for issuing the residence permit.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2384;I came with a ‘mineur scolarisé’ visa, and I will soon turn 18 years old. What should I do?;"If you came with a visa 'mineur scolarisé', you do not need to validate it upon arrival. However, once you turn 18 years old, you must take an appointment at your prefecture to apply for your first student residence permit card (""première demande de titre de séjour étudiant"").";2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2385;I am finishing my studies soon. What residence permit should I apply to? ;"As you are finishing your studies, you must prepare yourself to a change of status, meaning that as you will no longer be a student, you will apply for another type of residence permit (""carte de séjour""). More detailled information will be given by the Welcome desk closer to this stage.";2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2386;Does my residence permit allow me to work in France? ;Whether you are able to work in France depends on the rights granted to you by your specific residence permit. A VLS-TS, for example grants you the right to work up to 964 hours per year, which equates to 20 hours per week.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2387;Can I travel back to my home country for the holidays with my visa?;This will depend on the type of visa you are holding, please check it carefully before making any travel plans! If you are holding a multiple entry VLS-TS student visa, you are allowed during its time of validity to travel outside of France and come back. CAREFUL : you must have validated your VLS-TS visa before leaving France to travel.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2388;Do I need to open a bank account? ;We strongly suggest you open a bank account during your stay! You will only be abble to perceive refunds from the Assurance Maladie and the CAF on a French Bank account.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2389;Where can I open a bank account? ;You are free to chose your bank on your own, but we have a number of partners that could offer you interesting offers: Société Général, BNP Paris Bas and Caisse d'Epargne.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2390;Do I need to have a private insurance scheme during my studies in France? ;It is highly recommended to be covered by a private insurance scheme while you are in France to ensure that any medical cost you might encounter will be reimbursed, at least for the first 4 months in France, since registering to the French health insurance can take a few months. It is however, not necessary, if you are already covered by a European Health Insurance Card.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2391;How can I get a social security number? ;To obtain a social security number, you must register to the French health insurance (l'Assurance Maladie).;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2392;Can I register to the French health insurance?;"Registering to the French health insurance is free and compulsory. As soon as you have arrived in France, you will be able register on ""l'Assurance Maladie""'s dedicated website, etudiant-etranger.ameli.fr.";2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2393;How long does the registration to the French health insurance take?;"Your full and complete registration to the French health insurance will take approximately 3-4 months : from registering on the webiste, receiving your social security number, getting access to your Ameli account and receiving your ""carte vitale"". However, you do not need for the end of all those steps to be able to claim reimbursement on some of your medical costs. As soon as you have received you social security number, you are considered to be registered at the French Health Insurance and can be reimbursed part of your medical costs.";2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2394;Does the Assurance-Maladie cover all my medical costs? ;No, the French health insurance (L'Assurance Maladie) helps to get some of your health expenses reimbursed. Depending on the medical procedures, reimbursement rates vary but on average they are around 70%.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2395;How do I get reimbursed my medical costs?;When registering to the French health insurance, you will get access to your personal space on the French health insurance's website Ameli, website which is linked to your 'carte vitale'. As you will have provided your bank details upon registration, the reimbursements will be done directly on your bank account. Please take into consideration that you can only use a French bank account.;2023-09-01;question;English;International>Incoming;faculty-en|staff-en|student-en;EMLV|ESILV;publish
